,daily_vol_pct,annualized_vol_pct
2025-11-17,0.5966234030849188,9.47110290554245
2025-11-18,0.6079875767553361,9.651503569868483
2025-11-19,0.6189350423790008,9.825289199028356
2025-11-20,0.6294913950260494,9.99286610216429
2025-11-21,0.6396797191157798,10.154600733072021
2025-11-24,0.6495209291106544,10.31082509855043
2025-11-25,0.6590340523480706,10.461841248216707
2025-11-26,0.6682364656356438,10.607925030340036
2025-11-27,0.6771440945665943,10.749329255875272
2025-11-28,0.6857715825265249,10.886286381362355
2025-12-01,0.6941324348692552,11.019010797646732
2025-12-02,0.7022391426037333,11.147700793348209
2025-12-03,0.7101032890620486,11.272540248163159
2025-12-04,0.71773564234289,11.393700100358924
2025-12-05,0.7251462357967403,11.51133962443667
2025-12-08,0.7323444384031146,11.625607548335411
2025-12-09,0.7393390165600033,11.736643034309004
2025-12-10,0.746138188541803,11.844576543419004
2025-12-11,0.7527496726697145,11.94953060021603
2025-12-12,0.7591807300667138,12.051620471453887
